2022-12-15 18:00:17,094 | maa | INFO | run.py started with args: Namespace(agent=None, debug=False, folder='simple_lego', function='generate_roadmap', parallel_index=None, parallel_num=None, path_file=None, refine=False, viewer=False)
2022-12-15 18:09:38,652 | maa | INFO | Find 6 trajectories for ('ATTACH', 'ELEMENT', 'E1', 'GOAL', 4)
2022-12-15 18:09:38,652 | maa | INFO | Find 6 trajectories for ('ATTACH', 'ELEMENT', 'E2', 'GOAL', 0)
2022-12-15 18:09:38,653 | maa | INFO | Find 6 trajectories for ('ATTACH', 'ELEMENT', 'E2', 'GOAL', 1)
2022-12-15 18:09:38,653 | maa | INFO | Find 9 trajectories for ('ATTACH', 'ELEMENT', 'E2', 'GOAL', 2)
2022-12-15 18:09:38,654 | maa | INFO | Find 3 trajectories for ('ATTACH', 'ELEMENT', 'E3', 'GOAL', 0)
2022-12-15 18:09:38,654 | maa | INFO | Find 3 trajectories for ('ATTACH', 'ELEMENT', 'E3', 'GOAL', 1)
2022-12-15 18:09:38,655 | maa | INFO | Find 9 trajectories for ('ATTACH', 'ELEMENT', 'E3', 'GOAL', 2)
2022-12-15 18:09:38,655 | maa | INFO | Find 3 trajectories for ('ATTACH', 'ELEMENT', 'E4', 'GOAL', 1)
2022-12-15 18:09:38,656 | maa | INFO | Find 3 trajectories for ('ATTACH', 'ELEMENT', 'E4', 'GOAL', 3)
2022-12-15 18:09:38,656 | maa | INFO | Find 6 trajectories for ('ATTACH', 'ELEMENT', 'E4', 'GOAL', 4)
2022-12-15 18:09:38,657 | maa | INFO | Find 2 trajectories for ('RELEASE', 'ELEMENT', 'E1', 'START', 1)
2022-12-15 18:09:38,657 | maa | INFO | Find 2 trajectories for ('RELEASE', 'ELEMENT', 'E1', 'START', 3)
2022-12-15 18:09:38,658 | maa | INFO | Find 6 trajectories for ('RELEASE', 'ELEMENT', 'E1', 'START', 4)
2022-12-15 18:09:38,658 | maa | INFO | Find 3 trajectories for ('RELEASE', 'ELEMENT', 'E2', 'START', 0)
2022-12-15 18:09:38,659 | maa | INFO | Find 3 trajectories for ('RELEASE', 'ELEMENT', 'E2', 'START', 1)
2022-12-15 18:09:38,659 | maa | INFO | Find 12 trajectories for ('RELEASE', 'ELEMENT', 'E2', 'START', 2)
2022-12-15 18:09:38,660 | maa | INFO | Find 6 trajectories for ('RELEASE', 'ELEMENT', 'E3', 'START', 0)
2022-12-15 18:09:38,661 | maa | INFO | Find 6 trajectories for ('RELEASE', 'ELEMENT', 'E3', 'START', 1)
2022-12-15 18:09:38,661 | maa | INFO | Find 12 trajectories for ('RELEASE', 'ELEMENT', 'E3', 'START', 2)
2022-12-15 18:09:38,662 | maa | INFO | Find 3 trajectories for ('RELEASE', 'ELEMENT', 'E4', 'START', 3)
2022-12-15 18:09:38,663 | maa | INFO | Find 6 trajectories for ('RELEASE', 'ELEMENT', 'E4', 'START', 4)
2022-12-15 18:09:38,663 | maa | INFO | Find 3 trajectories for ('RELEASE', 'ELEMENT', 'E1', 'GOAL', 1)
2022-12-15 18:09:38,664 | maa | INFO | Find 3 trajectories for ('RELEASE', 'ELEMENT', 'E1', 'GOAL', 3)
2022-12-15 18:09:38,665 | maa | INFO | Find 6 trajectories for ('RELEASE', 'ELEMENT', 'E1', 'GOAL', 4)
2022-12-15 18:09:38,665 | maa | INFO | Find 6 trajectories for ('RELEASE', 'ELEMENT', 'E2', 'GOAL', 0)
2022-12-15 18:09:38,666 | maa | INFO | Find 6 trajectories for ('RELEASE', 'ELEMENT', 'E2', 'GOAL', 1)
2022-12-15 18:09:38,666 | maa | INFO | Find 12 trajectories for ('RELEASE', 'ELEMENT', 'E2', 'GOAL', 2)
2022-12-15 18:09:38,667 | maa | INFO | Find 3 trajectories for ('RELEASE', 'ELEMENT', 'E3', 'GOAL', 0)
2022-12-15 18:09:38,667 | maa | INFO | Find 3 trajectories for ('RELEASE', 'ELEMENT', 'E3', 'GOAL', 1)
2022-12-15 18:09:38,668 | maa | INFO | Find 12 trajectories for ('RELEASE', 'ELEMENT', 'E3', 'GOAL', 2)
2022-12-15 18:09:38,668 | maa | INFO | Find 3 trajectories for ('RELEASE', 'ELEMENT', 'E4', 'GOAL', 1)
2022-12-15 18:09:38,669 | maa | INFO | Find 3 trajectories for ('RELEASE', 'ELEMENT', 'E4', 'GOAL', 3)
2022-12-15 18:09:38,669 | maa | INFO | Find 6 trajectories for ('RELEASE', 'ELEMENT', 'E4', 'GOAL', 4)
2022-12-15 18:09:38,738 | maa | INFO | Start sampling for highways
2022-12-15 18:09:38,739 | maa | INFO | Search for mode ('FREE', 'NA', 'NA', 'NA', 'NA') with 15750 highways to check.
2022-12-15 18:12:35,635 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E1', 'NA', 1) with 1 highways to check.
2022-12-15 18:12:37,531 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E1', 'NA', 3) with 4 highways to check.
2022-12-15 18:12:41,931 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E1', 'NA', 4) with 15 highways to check.
2022-12-15 18:12:50,283 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E2', 'NA', 0) with 8 highways to check.
2022-12-15 18:12:54,971 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E2', 'NA', 1) with 15 highways to check.
2022-12-15 18:13:02,729 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E2', 'NA', 2) with 49 highways to check.
2022-12-15 18:13:19,539 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E3', 'NA', 0) with 5 highways to check.
2022-12-15 18:13:25,672 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E3', 'NA', 1) with 2 highways to check.
2022-12-15 18:13:28,333 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E3', 'NA', 2) with 35 highways to check.
2022-12-15 18:13:39,595 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E4', 'NA', 1) with 2 highways to check.
2022-12-15 18:13:42,725 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E4', 'NA', 3) with 1 highways to check.
2022-12-15 18:13:44,856 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E4', 'NA', 4) with 15 highways to check.
2022-12-15 18:13:53,795 | maa | INFO | Done in 381.300s
2022-12-15 18:13:53,802 | maa | INFO | Start sampling roadmap for [R2]
2022-12-15 18:13:53,814 | maa | INFO | Generate [('DETACH',)] Trajectories for Target [E1] with Operation [gripper, lego]
2022-12-15 18:13:55,412 | maa | INFO | Generate [('DETACH',)] Trajectories for Target [E1] with Operation [gripper, lego]
2022-12-15 18:13:57,586 | maa | INFO | Generate [('DETACH',)] Trajectories for Target [E1] with Operation [gripper, lego]
2022-12-15 18:14:04,422 | maa | INFO | Generate [('DETACH',)] Trajectories for Target [E1] with Operation [gripper, lego]
2022-12-15 18:14:04,751 | maa | INFO | Generate [('DETACH',)] Trajectories for Target [E2] with Operation [gripper, lego]
2022-12-15 18:14:10,458 | maa | INFO | Generate [('DETACH',)] Trajectories for Target [E2] with Operation [gripper, lego]
2022-12-15 18:14:14,516 | maa | INFO | Generate [('DETACH',)] Trajectories for Target [E2] with Operation [gripper, lego]
2022-12-15 18:14:19,935 | maa | INFO | Generate [('DETACH',)] Trajectories for Target [E2] with Operation [gripper, lego]
2022-12-15 18:14:20,584 | maa | INFO | Generate [('DETACH',)] Trajectories for Target [E3] with Operation [gripper, lego]
2022-12-15 18:14:25,909 | maa | INFO | Generate [('DETACH',)] Trajectories for Target [E3] with Operation [gripper, lego]
2022-12-15 18:14:47,714 | maa | INFO | Generate [('DETACH',)] Trajectories for Target [E3] with Operation [gripper, lego]
2022-12-15 18:14:54,494 | maa | INFO | Generate [('DETACH',)] Trajectories for Target [E3] with Operation [gripper, lego]
2022-12-15 18:14:55,145 | maa | INFO | Generate [('DETACH',)] Trajectories for Target [E4] with Operation [gripper, lego]
2022-12-15 18:15:01,138 | maa | INFO | Generate [('DETACH',)] Trajectories for Target [E4] with Operation [gripper, lego]
2022-12-15 18:15:02,985 | maa | INFO | Generate [('DETACH',)] Trajectories for Target [E4] with Operation [gripper, lego]
2022-12-15 18:15:04,879 | maa | INFO | Generate [('DETACH',)] Trajectories for Target [E4] with Operation [gripper, lego]
2022-12-15 18:15:05,212 | maa | INFO | Generate [('ATTACH',)] Trajectories for Target [E1] with Operation [gripper, lego]
2022-12-15 18:15:06,928 | maa | INFO | Generate [('ATTACH',)] Trajectories for Target [E1] with Operation [gripper, lego]
2022-12-15 18:15:07,168 | maa | INFO | Generate [('ATTACH',)] Trajectories for Target [E1] with Operation [gripper, lego]
2022-12-15 18:15:10,197 | maa | INFO | Generate [('ATTACH',)] Trajectories for Target [E1] with Operation [gripper, lego]
2022-12-15 18:15:10,526 | maa | INFO | Generate [('ATTACH',)] Trajectories for Target [E2] with Operation [gripper, lego]
2022-12-15 18:15:20,173 | maa | INFO | Generate [('ATTACH',)] Trajectories for Target [E2] with Operation [gripper, lego]
2022-12-15 18:15:31,127 | maa | INFO | Generate [('ATTACH',)] Trajectories for Target [E2] with Operation [gripper, lego]
2022-12-15 18:15:36,935 | maa | INFO | Generate [('ATTACH',)] Trajectories for Target [E2] with Operation [gripper, lego]
2022-12-15 18:15:37,585 | maa | INFO | Generate [('ATTACH',)] Trajectories for Target [E3] with Operation [gripper, lego]
2022-12-15 18:15:41,222 | maa | INFO | Generate [('ATTACH',)] Trajectories for Target [E3] with Operation [gripper, lego]
2022-12-15 18:15:46,254 | maa | INFO | Generate [('ATTACH',)] Trajectories for Target [E3] with Operation [gripper, lego]
2022-12-15 18:15:50,320 | maa | INFO | Generate [('ATTACH',)] Trajectories for Target [E3] with Operation [gripper, lego]
2022-12-15 18:15:50,672 | maa | INFO | Generate [('ATTACH',)] Trajectories for Target [E4] with Operation [gripper, lego]
2022-12-15 18:15:55,116 | maa | INFO | Generate [('ATTACH',)] Trajectories for Target [E4] with Operation [gripper, lego]
2022-12-15 18:16:01,886 | maa | INFO | Generate [('ATTACH',)] Trajectories for Target [E4] with Operation [gripper, lego]
2022-12-15 18:16:07,819 | maa | INFO | Generate [('ATTACH',)] Trajectories for Target [E4] with Operation [gripper, lego]
2022-12-15 18:16:08,072 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E1] with Operation [gripper, lego]
2022-12-15 18:16:09,109 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E1] with Operation [gripper, lego]
2022-12-15 18:16:10,323 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E1] with Operation [gripper, lego]
2022-12-15 18:16:12,672 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E1] with Operation [gripper, lego]
2022-12-15 18:16:12,895 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E2] with Operation [gripper, lego]
2022-12-15 18:16:14,541 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E2] with Operation [gripper, lego]
2022-12-15 18:16:16,395 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E2] with Operation [gripper, lego]
2022-12-15 18:16:19,402 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E2] with Operation [gripper, lego]
2022-12-15 18:16:19,836 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E3] with Operation [gripper, lego]
2022-12-15 18:16:23,241 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E3] with Operation [gripper, lego]
2022-12-15 18:16:26,946 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E3] with Operation [gripper, lego]
2022-12-15 18:16:28,955 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E3] with Operation [gripper, lego]
2022-12-15 18:16:29,388 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E4] with Operation [gripper, lego]
2022-12-15 18:16:29,786 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E4] with Operation [gripper, lego]
2022-12-15 18:16:30,312 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E4] with Operation [gripper, lego]
2022-12-15 18:16:32,014 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E4] with Operation [gripper, lego]
2022-12-15 18:16:32,232 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E1] with Operation [gripper, lego]
2022-12-15 18:16:32,389 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E1] with Operation [gripper, lego]
2022-12-15 18:16:32,663 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E1] with Operation [gripper, lego]
2022-12-15 18:16:33,943 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E1] with Operation [gripper, lego]
2022-12-15 18:16:34,164 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E2] with Operation [gripper, lego]
2022-12-15 18:16:37,874 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E2] with Operation [gripper, lego]
2022-12-15 18:16:41,381 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E2] with Operation [gripper, lego]
2022-12-15 18:16:45,373 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E2] with Operation [gripper, lego]
2022-12-15 18:16:45,816 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E3] with Operation [gripper, lego]
2022-12-15 18:16:47,146 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E3] with Operation [gripper, lego]
2022-12-15 18:16:49,322 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E3] with Operation [gripper, lego]
2022-12-15 18:16:52,593 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E3] with Operation [gripper, lego]
2022-12-15 18:16:52,884 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E4] with Operation [gripper, lego]
2022-12-15 18:16:53,697 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E4] with Operation [gripper, lego]
2022-12-15 18:16:54,526 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E4] with Operation [gripper, lego]
