2023-02-03 15:54:27,027 | maa | INFO | run.py started with args: Namespace(agent=None, debug=False, folder='experiment_seven_limited', function='generate_roadmap', parallel_index=None, parallel_num=None, path_file=None, refine=False, viewer=False)
2023-02-03 16:12:19,188 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E2] with Operation [gripper, box]
2023-02-03 16:12:25,825 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E2] with Operation [gripper, box]
2023-02-03 16:12:27,928 | maa | INFO | Find 3 trajectories for ('DETACH', 'ELEMENT', 'E1', 'START', 0)
2023-02-03 16:12:27,928 | maa | INFO | Find 3 trajectories for ('DETACH', 'ELEMENT', 'E2', 'START', 0)
2023-02-03 16:12:27,928 | maa | INFO | Find 3 trajectories for ('GRASP', 'ELEMENT', 'E1', 'START', 0)
2023-02-03 16:12:27,929 | maa | INFO | Find 3 trajectories for ('GRASP', 'ELEMENT', 'E2', 'START', 0)
2023-02-03 16:12:27,929 | maa | INFO | Find 6 trajectories for ('GRASP', 'ELEMENT', 'E1', 'GOAL', 0)
2023-02-03 16:12:27,929 | maa | INFO | Find 6 trajectories for ('GRASP', 'ELEMENT', 'E1', 'GOAL', 2)
2023-02-03 16:12:27,929 | maa | INFO | Find 3 trajectories for ('GRASP', 'ELEMENT', 'E2', 'GOAL', 0)
2023-02-03 16:12:27,929 | maa | INFO | Find 3 trajectories for ('GRASP', 'ELEMENT', 'E2', 'GOAL', 2)
2023-02-03 16:12:27,929 | maa | INFO | Find 6 trajectories for ('ATTACH', 'ELEMENT', 'E1', 'GOAL', 0)
2023-02-03 16:12:27,930 | maa | INFO | Find 3 trajectories for ('ATTACH', 'ELEMENT', 'E1', 'GOAL', 2)
2023-02-03 16:12:27,930 | maa | INFO | Find 3 trajectories for ('ATTACH', 'ELEMENT', 'E2', 'GOAL', 0)
2023-02-03 16:12:27,930 | maa | INFO | Find 3 trajectories for ('ATTACH', 'ELEMENT', 'E2', 'GOAL', 2)
2023-02-03 16:12:27,930 | maa | INFO | Find 3 trajectories for ('RELEASE', 'ELEMENT', 'E1', 'START', 0)
2023-02-03 16:12:27,930 | maa | INFO | Find 3 trajectories for ('RELEASE', 'ELEMENT', 'E2', 'START', 0)
2023-02-03 16:12:27,930 | maa | INFO | Find 6 trajectories for ('RELEASE', 'ELEMENT', 'E1', 'GOAL', 0)
2023-02-03 16:12:27,931 | maa | INFO | Find 6 trajectories for ('RELEASE', 'ELEMENT', 'E1', 'GOAL', 2)
2023-02-03 16:12:27,931 | maa | INFO | Find 3 trajectories for ('RELEASE', 'ELEMENT', 'E2', 'GOAL', 0)
2023-02-03 16:12:27,931 | maa | INFO | Find 3 trajectories for ('RELEASE', 'ELEMENT', 'E2', 'GOAL', 2)
2023-02-03 16:12:27,935 | maa | INFO | Start sampling for highways
2023-02-03 16:12:27,935 | maa | INFO | Search for mode ('FREE', 'NA', 'NA', 'NA', 'NA') with 372 highways to check.
2023-02-03 16:12:28,043 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:12:28,802 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:12:29,091 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:12:29,517 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:12:29,951 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:12:30,574 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:12:31,610 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:12:32,208 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:12:32,856 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:12:33,269 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:12:34,016 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:12:34,757 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:12:35,393 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:12:36,036 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:12:36,652 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:12:37,232 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:12:37,839 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:12:38,252 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:12:38,664 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:12:39,290 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:12:39,920 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:12:40,516 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:12:40,930 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:12:41,221 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:12:41,657 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:12:42,262 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:12:42,870 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:12:43,306 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:12:43,716 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E1', 'NA', 0) with 2 highways to check.
2023-02-03 16:12:43,721 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:12:44,522 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:12:45,071 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:12:45,460 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E1', 'NA', 2) with 0 highways to check.
2023-02-03 16:12:45,460 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E2', 'NA', 0) with 1 highways to check.
2023-02-03 16:12:45,465 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:12:45,969 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:12:46,447 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E2', 'NA', 2) with 0 highways to check.
2023-02-03 16:12:46,449 | maa | INFO | Done in 1037.642s
2023-02-03 16:12:46,449 | maa | INFO | Start sampling roadmap for [R2]
2023-02-03 16:12:46,452 | maa | INFO | Generate [('DETACH',)] Trajectories for Target [E1] with Operation [gripper, box]
2023-02-03 16:15:35,747 | maa | INFO | Generate [('DETACH',)] Trajectories for Target [E1] with Operation [gripper, box]
2023-02-03 16:15:37,085 | maa | INFO | Generate [('DETACH',)] Trajectories for Target [E2] with Operation [gripper, box]
2023-02-03 16:18:38,077 | maa | INFO | Generate [('DETACH',)] Trajectories for Target [E2] with Operation [gripper, box]
2023-02-03 16:18:39,414 | maa | INFO | Generate [('ATTACH',)] Trajectories for Target [E1] with Operation [gripper, box]
2023-02-03 16:20:22,089 | maa | INFO | Generate [('ATTACH',)] Trajectories for Target [E1] with Operation [gripper, box]
2023-02-03 16:20:28,416 | maa | INFO | Generate [('ATTACH',)] Trajectories for Target [E2] with Operation [gripper, box]
2023-02-03 16:26:23,508 | maa | INFO | Generate [('ATTACH',)] Trajectories for Target [E2] with Operation [gripper, box]
2023-02-03 16:28:25,372 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E1] with Operation [gripper, box]
2023-02-03 16:28:37,289 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E1] with Operation [gripper, box]
2023-02-03 16:28:38,184 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E2] with Operation [gripper, box]
2023-02-03 16:28:50,566 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E2] with Operation [gripper, box]
2023-02-03 16:28:51,461 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E1] with Operation [gripper, box]
2023-02-03 16:28:58,673 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E1] with Operation [gripper, box]
2023-02-03 16:28:59,977 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E2] with Operation [gripper, box]
2023-02-03 16:29:21,091 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E2] with Operation [gripper, box]
2023-02-03 16:29:30,220 | maa | INFO | Find 3 trajectories for ('DETACH', 'ELEMENT', 'E1', 'START', 0)
2023-02-03 16:29:30,220 | maa | INFO | Find 3 trajectories for ('DETACH', 'ELEMENT', 'E2', 'START', 0)
2023-02-03 16:29:30,220 | maa | INFO | Find 3 trajectories for ('GRASP', 'ELEMENT', 'E1', 'START', 0)
2023-02-03 16:29:30,220 | maa | INFO | Find 3 trajectories for ('GRASP', 'ELEMENT', 'E2', 'START', 0)
2023-02-03 16:29:30,221 | maa | INFO | Find 3 trajectories for ('GRASP', 'ELEMENT', 'E1', 'GOAL', 0)
2023-02-03 16:29:30,221 | maa | INFO | Find 6 trajectories for ('GRASP', 'ELEMENT', 'E2', 'GOAL', 0)
2023-02-03 16:29:30,221 | maa | INFO | Find 6 trajectories for ('GRASP', 'ELEMENT', 'E2', 'GOAL', 2)
2023-02-03 16:29:30,221 | maa | INFO | Find 3 trajectories for ('ATTACH', 'ELEMENT', 'E1', 'GOAL', 0)
2023-02-03 16:29:30,222 | maa | INFO | Find 6 trajectories for ('ATTACH', 'ELEMENT', 'E2', 'GOAL', 0)
2023-02-03 16:29:30,222 | maa | INFO | Find 6 trajectories for ('ATTACH', 'ELEMENT', 'E2', 'GOAL', 2)
2023-02-03 16:29:30,222 | maa | INFO | Find 3 trajectories for ('RELEASE', 'ELEMENT', 'E1', 'START', 0)
2023-02-03 16:29:30,222 | maa | INFO | Find 3 trajectories for ('RELEASE', 'ELEMENT', 'E2', 'START', 0)
2023-02-03 16:29:30,222 | maa | INFO | Find 3 trajectories for ('RELEASE', 'ELEMENT', 'E1', 'GOAL', 0)
2023-02-03 16:29:30,223 | maa | INFO | Find 6 trajectories for ('RELEASE', 'ELEMENT', 'E2', 'GOAL', 0)
2023-02-03 16:29:30,223 | maa | INFO | Find 6 trajectories for ('RELEASE', 'ELEMENT', 'E2', 'GOAL', 2)
2023-02-03 16:29:30,227 | maa | INFO | Start sampling for highways
2023-02-03 16:29:30,227 | maa | INFO | Search for mode ('FREE', 'NA', 'NA', 'NA', 'NA') with 367 highways to check.
2023-02-03 16:29:30,335 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:30,806 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:31,338 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:31,955 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:32,425 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:32,954 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:33,239 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:33,705 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:34,324 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:35,335 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:36,073 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:36,359 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:37,120 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:37,407 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:37,845 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:38,585 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:39,181 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:39,776 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:40,043 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:40,721 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:41,120 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:42,069 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:42,466 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:43,079 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:44,025 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:44,521 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:45,228 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:45,934 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:46,617 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E1', 'NA', 0) with 3 highways to check.
2023-02-03 16:29:46,622 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:47,091 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:47,561 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:48,037 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:48,468 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E2', 'NA', 0) with 4 highways to check.
2023-02-03 16:29:48,473 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:49,000 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:49,373 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:50,119 | maa | WARNING | Goal Configuration In Collision
2023-02-03 16:29:50,645 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E2', 'NA', 2) with 0 highways to check.
2023-02-03 16:29:50,646 | maa | INFO | Done in 1024.198s
2023-02-03 17:30:07,743 | maa | INFO | Roadmap saved to /home/mers/assembly/multi_agent_assembly_data/problems/experiment_seven_limited/unrefined_R1_meta.json
2023-02-03 17:30:07,747 | maa | INFO | Roadmap saved to /home/mers/assembly/multi_agent_assembly_data/problems/experiment_seven_limited/unrefined_R2_meta.json
         1632645586 function calls (1631209686 primitive calls) in 5676.365 seconds

   Ordered by: cumulative time
   List reduced from 888 to 10 due to restriction <10>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000 5679.096 5679.096 run.py:29(run_generate_roadmap)
        1 3617.076 3617.076 3617.076 3617.076 {built-in method builtins.input}
        2    0.016    0.008 2061.839 1030.919 /home/mers/assembly/src/multi_agent_assembly/generate.py:28(generate_roadmap)
       32    0.002    0.000 2022.878   63.215 /home/mers/assembly/src/multi_agent_assembly/grasp.py:71(generate_trajs)
    27400    2.135    0.000 1986.684    0.073 /home/mers/assembly/src/multi_agent_assembly/grasp.py:91(collision_fn)
   715997  112.507    0.000 1916.941    0.003 /home/mers/.local/lib/python3.8/site-packages/pybullet_planning/interfaces/robots/collision.py:428(collision_fn)
367356637  169.122    0.000 1724.656    0.000 /home/mers/.local/lib/python3.8/site-packages/pybullet_planning/interfaces/robots/collision.py:92(pairwise_link_collision)
367356637   97.570    0.000 1533.456    0.000 /home/mers/.local/lib/python3.8/site-packages/pybullet_planning/interfaces/robots/collision.py:32(pairwise_link_collision_info)
371574917 1460.820    0.000 1460.820    0.000 {built-in method pybullet.getClosestPoints}
        8    0.149    0.019 1154.366  144.296 /home/mers/assembly/src/multi_agent_assembly/grasp.py:301(generate_attach_trajs)


2023-02-03 17:30:48,400 | maa | INFO | run.py started with args: Namespace(agent=None, debug=False, folder='experiment_seven_limited', function='annotate_conflicts', parallel_index=None, parallel_num=None, path_file=None, refine=False, viewer=False)
2023-02-03 17:30:48,545 | maa | INFO | Loading roadmap for [R1]
2023-02-03 17:30:48,547 | maa | INFO | Loading roadmap for [R2]
2023-02-03 17:30:48,548 | maa | INFO | Annotating Conflicts
2023-02-03 17:30:48,548 | maa | INFO | R1: # of vertices: 1 | # of edges: 0
2023-02-03 17:30:48,548 | maa | INFO | R2: # of vertices: 1 | # of edges: 0
2023-02-03 17:30:48,548 | maa | INFO | Precompute Trajectories and AABBs
2023-02-03 17:32:13,476 | maa | INFO | Done in 84.927s
2023-02-03 17:32:13,476 | maa | INFO | Finding All Label Pairs that Need Checking
2023-02-03 17:32:13,480 | maa | INFO | Done in 0.004s
2023-02-03 17:32:13,480 | maa | INFO | Check Collision for 0 Label Pairs
2023-02-03 17:32:13,484 | maa | INFO | Done in 0.004s and Find 0/0 Colliding Label Pairs
2023-02-03 17:32:13,484 | maa | INFO | Colliding Labels saved to /home/mers/assembly/multi_agent_assembly_data/problems/experiment_seven_limited/unrefined_colliding_labels.txt
2023-02-03 17:32:13,485 | maa | INFO | Conditions to Labels saved to /home/mers/assembly/multi_agent_assembly_data/problems/experiment_seven_limited/unrefined_condition.json
         15566 function calls (14248 primitive calls) in 85.085 seconds

   Ordered by: cumulative time
   List reduced from 417 to 10 due to restriction <10>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000   85.085   85.085 run.py:78(run_annotate_conflicts)
        1    0.000    0.000   84.937   84.937 /home/mers/assembly/src/multi_agent_assembly/annotate.py:299(annotate_roadmaps)
        1    0.000    0.000   84.937   84.937 /home/mers/assembly/src/multi_agent_assembly/annotate.py:21(prepare_label_check)
        1   84.936   84.936   84.936   84.936 {method 'enable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.142    0.142 /home/mers/assembly/src/multi_agent_assembly/load.py:29(run_load_problem)
        1    0.000    0.000    0.130    0.130 /home/mers/assembly/src/multi_agent_assembly/load.py:117(load_assembly_problem)
        4    0.000    0.000    0.124    0.031 /home/mers/.local/lib/python3.8/site-packages/pybullet_planning/interfaces/env_manager/simulation.py:201(load_pybullet)
        4    0.124    0.031    0.124    0.031 {built-in method pybullet.loadURDF}
        1    0.000    0.000    0.012    0.012 /home/mers/assembly/src/multi_agent_assembly/load.py:23(connect_viewer)
        1    0.000    0.000    0.012    0.012 /home/mers/.local/lib/python3.8/site-packages/pybullet_planning/interfaces/env_manager/simulation.py:74(connect)


2023-02-03 17:32:23,346 | maa | INFO | run.py started with args: Namespace(agent=None, debug=False, folder='experiment_seven_limited', function='assign_tasks', parallel_index=None, parallel_num=None, path_file=None, refine=False, viewer=False)
2023-02-03 17:32:23,493 | maa | INFO | Loading roadmap for [R1]
2023-02-03 17:32:23,495 | maa | INFO | Loading roadmap for [R2]
2023-02-03 17:32:23,496 | maa | INFO | Loading conflicts
2023-02-03 17:32:23,526 | maa | ERROR | No feasible assignment
         26828 function calls (23559 primitive calls) in 0.180 seconds

   Ordered by: cumulative time
   List reduced from 458 to 10 due to restriction <10>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.002    0.002    0.180    0.180 run.py:99(run_assign_task)
        1    0.000    0.000    0.143    0.143 /home/mers/assembly/src/multi_agent_assembly/load.py:29(run_load_problem)
        1    0.000    0.000    0.131    0.131 /home/mers/assembly/src/multi_agent_assembly/load.py:117(load_assembly_problem)
        4    0.000    0.000    0.126    0.031 /home/mers/.local/lib/python3.8/site-packages/pybullet_planning/interfaces/env_manager/simulation.py:201(load_pybullet)
        4    0.125    0.031    0.125    0.031 {built-in method pybullet.loadURDF}
        1    0.023    0.023    0.028    0.028 /home/mers/assembly/src/multi_agent_assembly/task_assignment.py:296(get_task_assignments)
        1    0.000    0.000    0.012    0.012 /home/mers/assembly/src/multi_agent_assembly/load.py:23(connect_viewer)
        1    0.000    0.000    0.012    0.012 /home/mers/.local/lib/python3.8/site-packages/pybullet_planning/interfaces/env_manager/simulation.py:74(connect)
        1    0.012    0.012    0.012    0.012 {built-in method pybullet.connect}
        1    0.000    0.000    0.003    0.003 /home/mers/assembly/src/multi_agent_assembly/utils.py:125(read_yaml)


2023-02-03 17:33:02,433 | maa | INFO | run.py started with args: Namespace(agent=None, debug=False, folder='experiment_seven_limited', function='generate_roadmap', parallel_index=None, parallel_num=None, path_file=None, refine=False, viewer=False)
2023-02-03 17:33:02,578 | maa | INFO | Start sampling roadmap for [R1]
2023-02-03 17:33:02,583 | maa | INFO | Generate [('DETACH',)] Trajectories for Target [E1] with Operation [gripper, box]
2023-02-03 17:33:05,531 | maa | INFO | Generate [('DETACH',)] Trajectories for Target [E1] with Operation [gripper, box]
2023-02-03 17:33:06,464 | maa | INFO | Generate [('DETACH',)] Trajectories for Target [E2] with Operation [gripper, box]
2023-02-03 17:33:10,984 | maa | INFO | Generate [('DETACH',)] Trajectories for Target [E2] with Operation [gripper, box]
2023-02-03 17:33:12,085 | maa | INFO | Generate [('ATTACH',)] Trajectories for Target [E1] with Operation [gripper, box]
2023-02-03 17:33:32,219 | maa | INFO | Generate [('ATTACH',)] Trajectories for Target [E1] with Operation [gripper, box]
2023-02-03 17:33:35,795 | maa | INFO | Generate [('ATTACH',)] Trajectories for Target [E2] with Operation [gripper, box]
2023-02-03 17:33:44,123 | maa | INFO | Generate [('ATTACH',)] Trajectories for Target [E2] with Operation [gripper, box]
2023-02-03 17:33:45,655 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E1] with Operation [gripper, box]
2023-02-03 17:33:48,189 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E1] with Operation [gripper, box]
2023-02-03 17:33:48,765 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E2] with Operation [gripper, box]
2023-02-03 17:33:52,491 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E2] with Operation [gripper, box]
2023-02-03 17:33:53,226 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E1] with Operation [gripper, box]
2023-02-03 17:33:58,190 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E1] with Operation [gripper, box]
2023-02-03 17:33:59,880 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E2] with Operation [gripper, box]
2023-02-03 17:34:02,204 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E2] with Operation [gripper, box]
2023-02-03 17:34:03,008 | maa | INFO | Find 3 trajectories for ('DETACH', 'ELEMENT', 'E1', 'START', 0)
2023-02-03 17:34:03,008 | maa | INFO | Find 6 trajectories for ('DETACH', 'ELEMENT', 'E2', 'START', 0)
2023-02-03 17:34:03,009 | maa | INFO | Find 6 trajectories for ('GRASP', 'ELEMENT', 'E1', 'START', 0)
2023-02-03 17:34:03,009 | maa | INFO | Find 6 trajectories for ('GRASP', 'ELEMENT', 'E2', 'START', 0)
2023-02-03 17:34:03,009 | maa | INFO | Find 17 trajectories for ('GRASP', 'ELEMENT', 'E1', 'GOAL', 0)
2023-02-03 17:34:03,009 | maa | INFO | Find 9 trajectories for ('GRASP', 'ELEMENT', 'E1', 'GOAL', 2)
2023-02-03 17:34:03,009 | maa | INFO | Find 10 trajectories for ('GRASP', 'ELEMENT', 'E2', 'GOAL', 0)
2023-02-03 17:34:03,009 | maa | INFO | Find 12 trajectories for ('ATTACH', 'ELEMENT', 'E1', 'GOAL', 0)
2023-02-03 17:34:03,010 | maa | INFO | Find 10 trajectories for ('ATTACH', 'ELEMENT', 'E1', 'GOAL', 2)
2023-02-03 17:34:03,010 | maa | INFO | Find 12 trajectories for ('ATTACH', 'ELEMENT', 'E2', 'GOAL', 0)
2023-02-03 17:34:03,010 | maa | INFO | Find 3 trajectories for ('ATTACH', 'ELEMENT', 'E2', 'GOAL', 2)
2023-02-03 17:34:03,010 | maa | INFO | Find 6 trajectories for ('RELEASE', 'ELEMENT', 'E1', 'START', 0)
2023-02-03 17:34:03,010 | maa | INFO | Find 6 trajectories for ('RELEASE', 'ELEMENT', 'E2', 'START', 0)
2023-02-03 17:34:03,010 | maa | INFO | Find 17 trajectories for ('RELEASE', 'ELEMENT', 'E1', 'GOAL', 0)
2023-02-03 17:34:03,011 | maa | INFO | Find 9 trajectories for ('RELEASE', 'ELEMENT', 'E1', 'GOAL', 2)
2023-02-03 17:34:03,011 | maa | INFO | Find 10 trajectories for ('RELEASE', 'ELEMENT', 'E2', 'GOAL', 0)
2023-02-03 17:34:03,020 | maa | INFO | Start sampling for highways
2023-02-03 17:34:03,020 | maa | INFO | Search for mode ('FREE', 'NA', 'NA', 'NA', 'NA') with 2222 highways to check.
2023-02-03 17:39:56,639 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E1', 'NA', 0) with 24 highways to check.
2023-02-03 17:40:58,698 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E1', 'NA', 2) with 0 highways to check.
2023-02-03 17:40:58,698 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E2', 'NA', 0) with 28 highways to check.
2023-02-03 17:42:31,089 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E2', 'NA', 2) with 0 highways to check.
2023-02-03 17:42:31,092 | maa | INFO | Done in 568.514s
2023-02-03 17:42:31,093 | maa | INFO | Start sampling roadmap for [R2]
2023-02-03 17:42:31,096 | maa | INFO | Generate [('DETACH',)] Trajectories for Target [E1] with Operation [gripper, box]
2023-02-03 17:42:36,931 | maa | INFO | Generate [('DETACH',)] Trajectories for Target [E1] with Operation [gripper, box]
2023-02-03 17:42:37,940 | maa | INFO | Generate [('DETACH',)] Trajectories for Target [E2] with Operation [gripper, box]
2023-02-03 17:42:43,894 | maa | INFO | Generate [('DETACH',)] Trajectories for Target [E2] with Operation [gripper, box]
2023-02-03 17:42:46,005 | maa | INFO | Generate [('ATTACH',)] Trajectories for Target [E1] with Operation [gripper, box]
2023-02-03 17:42:53,284 | maa | INFO | Generate [('ATTACH',)] Trajectories for Target [E1] with Operation [gripper, box]
2023-02-03 17:42:54,721 | maa | INFO | Generate [('ATTACH',)] Trajectories for Target [E2] with Operation [gripper, box]
2023-02-03 17:43:05,244 | maa | INFO | Generate [('ATTACH',)] Trajectories for Target [E2] with Operation [gripper, box]
2023-02-03 17:43:08,227 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E1] with Operation [gripper, box]
2023-02-03 17:43:10,581 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E1] with Operation [gripper, box]
